iso_year,iso_week,weekend_days,bank_holiday_days_any,week_start,route_id,region,difficulty,distance_km,duration_hours,predicted_bookings_count,prediction_version,year
2026,3,2,0,2026-01-12,11,wales,severe,12.0,5.0,1.088,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,12,wales,hard,9.0,4.0,1.12,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,13,wales,hard,11.5,4.5,1.058,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,14,wales,moderate,7.0,3.5,1.112,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,15,wales,moderate,14.5,6.0,1.12,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,16,wales,moderate,8.6,3.3,1.145,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,17,wales,moderate,9.5,2.5,1.049,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,18,wales,moderate,10.2,4.0,1.133,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,19,wales,moderate,15.0,6.0,1.02,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,20,scotland,hard,20.5,7.5,0.939,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,21,scotland,severe,9.0,4.0,1.038,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,22,scotland,hard,11.0,4.8,1.081,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,23,scotland,hard,17.5,6.1,0.991,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,24,scotland,severe,20.0,7.2,0.998,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,25,scotland,hard,13.7,5.3,1.009,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,26,scotland,hard,21.4,7.9,0.874,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,27,scotland,severe,12.0,5.7,0.981,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,28,scotland,severe,16.4,6.0,0.932,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,29,scotland,severe,20.0,6.5,0.956,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,30,peak_district,moderate,15.2,5.0,0.892,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,31,peak_district,easy,15.5,4.0,1.055,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,32,peak_district,moderate,10.7,3.6,1.078,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,33,peak_district,moderate,12.74,3.2,1.009,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,34,peak_district,easy,9.3,2.5,1.057,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,35,peak_district,moderate,15.0,3.8,1.029,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,36,peak_district,easy,10.16,3.5,1.19,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,37,peak_district,moderate,18.0,5.6,0.97,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,38,peak_district,easy,15.0,4.6,1.081,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,39,peak_district,easy,11.14,3.0,1.114,weekly_xgb_v1,2026
2026,3,2,0,2026-01-12,40,wales,moderate,11.18,4.0,1.142,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,1,lake_district,hard,12.0,5.0,0.999,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,2,lake_district,hard,9.0,4.0,1.282,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,3,lake_district,hard,7.0,4.0,1.147,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,4,lake_district,hard,8.0,4.0,1.093,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,5,lake_district,hard,13.0,5.5,1.154,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,6,lake_district,moderate,14.0,5.0,1.257,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,7,lake_district,hard,10.0,4.0,1.287,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,8,lake_district,hard,14.0,6.0,1.242,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,9,lake_district,hard,17.0,7.0,1.208,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,10,lake_district,moderate,14.0,4.0,1.309,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,11,wales,severe,12.0,5.0,1.17,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,12,wales,hard,9.0,4.0,1.124,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,13,wales,hard,11.5,4.5,1.049,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,14,wales,moderate,7.0,3.5,1.121,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,15,wales,moderate,14.5,6.0,1.189,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,16,wales,moderate,8.6,3.3,1.159,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,17,wales,moderate,9.5,2.5,1.101,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,18,wales,moderate,10.2,4.0,1.182,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,19,wales,moderate,15.0,6.0,1.176,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,20,scotland,hard,20.5,7.5,0.961,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,21,scotland,severe,9.0,4.0,1.081,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,22,scotland,hard,11.0,4.8,1.114,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,23,scotland,hard,17.5,6.1,1.076,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,24,scotland,severe,20.0,7.2,1.096,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,25,scotland,hard,13.7,5.3,1.114,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,26,scotland,hard,21.4,7.9,0.918,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,27,scotland,severe,12.0,5.7,1.193,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,28,scotland,severe,16.4,6.0,1.113,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,29,scotland,severe,20.0,6.5,1.03,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,30,peak_district,moderate,15.2,5.0,1.114,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,31,peak_district,easy,15.5,4.0,1.191,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,32,peak_district,moderate,10.7,3.6,1.192,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,33,peak_district,moderate,12.74,3.2,1.152,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,34,peak_district,easy,9.3,2.5,1.258,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,35,peak_district,moderate,15.0,3.8,1.208,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,36,peak_district,easy,10.16,3.5,1.311,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,37,peak_district,moderate,18.0,5.6,1.076,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,38,peak_district,easy,15.0,4.6,1.228,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,39,peak_district,easy,11.14,3.0,1.256,weekly_xgb_v1,2026
2026,4,2,0,2026-01-19,40,wales,moderate,11.18,4.0,1.243,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,1,lake_district,hard,12.0,5.0,1.019,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,2,lake_district,hard,9.0,4.0,1.266,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,3,lake_district,hard,7.0,4.0,1.133,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,4,lake_district,hard,8.0,4.0,1.067,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,5,lake_district,hard,13.0,5.5,1.174,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,6,lake_district,moderate,14.0,5.0,1.281,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,7,lake_district,hard,10.0,4.0,1.277,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,8,lake_district,hard,14.0,6.0,1.24,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,9,lake_district,hard,17.0,7.0,1.198,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,10,lake_district,moderate,14.0,4.0,1.296,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,11,wales,severe,12.0,5.0,1.208,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,12,wales,hard,9.0,4.0,1.093,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,13,wales,hard,11.5,4.5,1.025,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,14,wales,moderate,7.0,3.5,1.104,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,15,wales,moderate,14.5,6.0,1.182,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,16,wales,moderate,8.6,3.3,1.137,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,17,wales,moderate,9.5,2.5,1.09,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,18,wales,moderate,10.2,4.0,1.143,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,19,wales,moderate,15.0,6.0,1.133,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,20,scotland,hard,20.5,7.5,0.914,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,21,scotland,severe,9.0,4.0,1.047,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,22,scotland,hard,11.0,4.8,1.088,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,23,scotland,hard,17.5,6.1,1.035,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,24,scotland,severe,20.0,7.2,1.052,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,25,scotland,hard,13.7,5.3,1.103,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,26,scotland,hard,21.4,7.9,0.871,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,27,scotland,severe,12.0,5.7,1.205,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,28,scotland,severe,16.4,6.0,1.076,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,29,scotland,severe,20.0,6.5,0.975,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,30,peak_district,moderate,15.2,5.0,1.063,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,31,peak_district,easy,15.5,4.0,1.125,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,32,peak_district,moderate,10.7,3.6,1.182,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,33,peak_district,moderate,12.74,3.2,1.14,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,34,peak_district,easy,9.3,2.5,1.236,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,35,peak_district,moderate,15.0,3.8,1.185,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,36,peak_district,easy,10.16,3.5,1.29,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,37,peak_district,moderate,18.0,5.6,1.036,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,38,peak_district,easy,15.0,4.6,1.212,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,39,peak_district,easy,11.14,3.0,1.245,weekly_xgb_v1,2026
2026,5,2,0,2026-01-26,40,wales,moderate,11.18,4.0,1.237,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,1,lake_district,hard,12.0,5.0,1.004,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,2,lake_district,hard,9.0,4.0,1.266,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,3,lake_district,hard,7.0,4.0,1.141,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,4,lake_district,hard,8.0,4.0,1.083,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,5,lake_district,hard,13.0,5.5,1.189,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,6,lake_district,moderate,14.0,5.0,1.266,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,7,lake_district,hard,10.0,4.0,1.286,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,8,lake_district,hard,14.0,6.0,1.249,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,9,lake_district,hard,17.0,7.0,1.195,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,10,lake_district,moderate,14.0,4.0,1.297,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,11,wales,severe,12.0,5.0,1.221,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,12,wales,hard,9.0,4.0,1.122,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,13,wales,hard,11.5,4.5,1.027,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,14,wales,moderate,7.0,3.5,1.112,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,15,wales,moderate,14.5,6.0,1.166,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,16,wales,moderate,8.6,3.3,1.15,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,17,wales,moderate,9.5,2.5,1.039,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,18,wales,moderate,10.2,4.0,1.152,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,19,wales,moderate,15.0,6.0,1.114,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,20,scotland,hard,20.5,7.5,0.931,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,21,scotland,severe,9.0,4.0,1.064,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,22,scotland,hard,11.0,4.8,1.102,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,23,scotland,hard,17.5,6.1,1.048,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,24,scotland,severe,20.0,7.2,1.064,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,25,scotland,hard,13.7,5.3,1.123,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,26,scotland,hard,21.4,7.9,0.9,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,27,scotland,severe,12.0,5.7,1.194,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,28,scotland,severe,16.4,6.0,1.044,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,29,scotland,severe,20.0,6.5,1.027,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,30,peak_district,moderate,15.2,5.0,1.062,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,31,peak_district,easy,15.5,4.0,1.089,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,32,peak_district,moderate,10.7,3.6,1.21,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,33,peak_district,moderate,12.74,3.2,1.178,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,34,peak_district,easy,9.3,2.5,1.128,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,35,peak_district,moderate,15.0,3.8,1.202,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,36,peak_district,easy,10.16,3.5,1.284,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,37,peak_district,moderate,18.0,5.6,1.049,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,38,peak_district,easy,15.0,4.6,1.175,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,39,peak_district,easy,11.14,3.0,1.213,weekly_xgb_v1,2026
2026,6,2,0,2026-02-02,40,wales,moderate,11.18,4.0,1.271,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,1,lake_district,hard,12.0,5.0,1.0,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,2,lake_district,hard,9.0,4.0,1.298,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,3,lake_district,hard,7.0,4.0,1.174,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,4,lake_district,hard,8.0,4.0,1.134,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,5,lake_district,hard,13.0,5.5,1.189,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,6,lake_district,moderate,14.0,5.0,1.295,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,7,lake_district,hard,10.0,4.0,1.318,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,8,lake_district,hard,14.0,6.0,1.257,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,9,lake_district,hard,17.0,7.0,1.238,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,10,lake_district,moderate,14.0,4.0,1.323,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,11,wales,severe,12.0,5.0,1.241,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,12,wales,hard,9.0,4.0,1.175,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,13,wales,hard,11.5,4.5,1.057,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,14,wales,moderate,7.0,3.5,1.173,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,15,wales,moderate,14.5,6.0,1.193,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,16,wales,moderate,8.6,3.3,1.229,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,17,wales,moderate,9.5,2.5,1.092,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,18,wales,moderate,10.2,4.0,1.205,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,19,wales,moderate,15.0,6.0,1.141,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,20,scotland,hard,20.5,7.5,0.96,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,21,scotland,severe,9.0,4.0,1.16,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,22,scotland,hard,11.0,4.8,1.122,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,23,scotland,hard,17.5,6.1,1.091,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,24,scotland,severe,20.0,7.2,1.177,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,25,scotland,hard,13.7,5.3,1.127,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,26,scotland,hard,21.4,7.9,0.957,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,27,scotland,severe,12.0,5.7,1.233,weekly_xgb_v1,2026
2026,7,2,0,2026-02-09,28,scotland,severe,16.4,6.0,1.162,weekly_xgb_v1,2026
