booking_id,booking_date,date_key,route_id,region,guide_id,party_size,difficulty,duration_hours,discount_flag,discount_pct,price_per_person_ex_vat,sales_ex_vat,vat_amount,sales_inc_vat,staff_cost,margin_amount,margin_pct,season,is_weekend,is_bank_holiday,holiday_division
19,2024-01-21,20240121,1,lake_district,2,2,hard,5.0,0,0.0,123.35,246.69,49.34,296.03,92.36,95.66,0.3878,winter,1,0,england-and-wales
20,2024-01-21,20240121,1,lake_district,4,4,hard,5.0,1,0.1331,113.79,394.57,78.91,473.49,149.16,160.35,0.4064,winter,1,0,england-and-wales
21,2024-01-22,20240122,1,lake_district,2,5,hard,5.0,0,0.0,119.17,595.87,119.17,715.05,251.74,259.19,0.435,winter,0,0,england-and-wales
22,2024-01-22,20240122,1,lake_district,4,4,hard,5.0,0,0.0,133.57,534.28,106.86,641.14,204.16,199.92,0.3742,winter,0,0,england-and-wales
23,2024-01-24,20240124,1,lake_district,4,1,hard,5.0,0,0.0,116.8,116.8,23.36,140.16,43.55,55.87,0.4783,winter,0,0,england-and-wales
24,2024-01-25,20240125,1,lake_district,4,3,hard,5.0,0,0.0,134.9,404.69,80.94,485.63,193.99,132.29,0.3269,winter,0,0,england-and-wales
25,2024-01-25,20240125,1,lake_district,4,2,hard,5.0,0,0.0,116.12,232.23,46.45,278.68,113.48,75.37,0.3246,winter,0,0,england-and-wales
26,2024-01-27,20240127,1,lake_district,1,2,hard,5.0,0,0.0,123.5,247.01,49.4,296.41,90.41,98.84,0.4001,winter,1,0,england-and-wales
27,2024-01-27,20240127,1,lake_district,2,1,hard,5.0,0,0.0,127.19,127.19,25.44,152.63,35.9,55.39,0.4355,winter,1,0,england-and-wales
28,2024-01-28,20240128,1,lake_district,3,4,hard,5.0,0,0.0,116.43,465.73,93.15,558.88,181.04,159.38,0.3422,winter,1,0,england-and-wales
29,2024-01-28,20240128,1,lake_district,4,2,hard,5.0,0,0.0,130.58,261.17,52.23,313.4,81.17,128.27,0.4911,winter,1,0,england-and-wales
30,2024-01-30,20240130,1,lake_district,4,1,hard,5.0,0,0.0,128.23,128.23,25.65,153.88,47.61,63.25,0.4932,winter,0,0,england-and-wales
31,2024-01-31,20240131,1,lake_district,4,4,hard,5.0,1,0.0664,120.97,451.75,90.35,542.1,156.11,195.94,0.4337,winter,0,0,england-and-wales
32,2024-01-31,20240131,1,lake_district,3,4,hard,5.0,0,0.0,122.48,489.93,97.99,587.91,205.16,191.48,0.3908,winter,0,0,england-and-wales
33,2024-02-01,20240201,1,lake_district,4,2,hard,5.0,0,0.0,118.18,236.35,47.27,283.62,95.13,109.5,0.4633,winter,0,0,england-and-wales
34,2024-02-01,20240201,1,lake_district,1,3,hard,5.0,0,0.0,139.62,418.86,83.77,502.63,159.71,155.01,0.3701,winter,0,0,england-and-wales
35,2024-02-02,20240202,1,lake_district,1,2,hard,5.0,0,0.0,116.06,232.13,46.43,278.55,97.55,70.62,0.3042,winter,0,0,england-and-wales
36,2024-02-04,20240204,1,lake_district,1,2,hard,5.0,0,0.0,126.5,253.0,50.6,303.6,85.65,118.97,0.4702,winter,1,0,england-and-wales
37,2024-02-04,20240204,1,lake_district,2,1,hard,5.0,0,0.0,142.39,142.39,28.48,170.86,53.64,58.98,0.4142,winter,1,0,england-and-wales
38,2024-02-06,20240206,1,lake_district,1,4,hard,5.0,1,0.1887,113.26,367.53,73.51,441.04,120.08,150.54,0.4096,winter,0,0,england-and-wales
39,2024-02-07,20240207,1,lake_district,4,3,hard,5.0,0,0.0,124.59,373.76,74.75,448.51,155.97,153.56,0.4108,winter,0,0,england-and-wales
40,2024-02-07,20240207,1,lake_district,2,2,hard,5.0,0,0.0,128.75,257.49,51.5,308.99,89.05,84.45,0.328,winter,0,0,england-and-wales
41,2024-02-10,20240210,1,lake_district,3,2,hard,5.0,0,0.0,118.51,237.02,47.4,284.42,105.98,85.18,0.3594,winter,1,0,england-and-wales
42,2024-02-11,20240211,1,lake_district,4,2,hard,5.0,0,0.0,129.83,259.66,51.93,311.6,84.3,119.67,0.4609,winter,1,0,england-and-wales
43,2024-02-12,20240212,1,lake_district,4,3,hard,5.0,0,0.0,132.44,397.31,79.46,476.78,128.93,190.77,0.4801,winter,0,0,england-and-wales
44,2024-02-14,20240214,1,lake_district,3,5,hard,5.0,1,0.1938,122.57,494.04,98.81,592.85,178.89,184.58,0.3736,winter,0,0,england-and-wales
45,2024-02-15,20240215,1,lake_district,3,3,hard,5.0,1,0.1424,121.55,312.71,62.54,375.25,99.7,113.32,0.3624,winter,0,0,england-and-wales
46,2024-02-16,20240216,1,lake_district,3,3,hard,5.0,0,0.0,130.98,392.95,78.59,471.55,186.15,130.23,0.3314,winter,0,0,england-and-wales
47,2024-02-16,20240216,1,lake_district,3,3,hard,5.0,0,0.0,122.17,366.5,73.3,439.8,139.84,162.08,0.4422,winter,0,0,england-and-wales
48,2024-02-17,20240217,1,lake_district,4,2,hard,5.0,0,0.0,125.34,250.68,50.14,300.82,114.29,82.61,0.3296,winter,1,0,england-and-wales
49,2024-02-18,20240218,1,lake_district,1,3,hard,5.0,0,0.0,120.26,360.78,72.16,432.93,129.68,167.42,0.4641,winter,1,0,england-and-wales
50,2024-02-19,20240219,1,lake_district,2,4,hard,5.0,0,0.0,111.29,445.17,89.03,534.21,149.39,193.05,0.4337,winter,0,0,england-and-wales
51,2024-02-19,20240219,1,lake_district,2,1,hard,5.0,0,0.0,114.34,114.34,22.87,137.21,38.39,41.06,0.3591,winter,0,0,england-and-wales
52,2024-02-19,20240219,1,lake_district,2,2,hard,5.0,0,0.0,128.6,257.19,51.44,308.63,87.17,82.85,0.3221,winter,0,0,england-and-wales
53,2024-02-20,20240220,1,lake_district,4,4,hard,5.0,1,0.1999,121.47,388.78,77.76,466.53,145.0,159.98,0.4115,winter,0,0,england-and-wales
54,2024-02-23,20240223,1,lake_district,1,5,hard,5.0,0,0.0,124.48,622.41,124.48,746.89,281.35,202.34,0.3251,winter,0,0,england-and-wales
55,2024-02-24,20240224,1,lake_district,2,4,hard,5.0,1,0.1701,124.34,412.73,82.55,495.28,171.67,167.37,0.4055,winter,1,0,england-and-wales
56,2024-02-24,20240224,1,lake_district,1,1,hard,5.0,0,0.0,125.76,125.76,25.15,150.91,43.34,56.47,0.449,winter,1,0,england-and-wales
57,2024-02-25,20240225,1,lake_district,3,3,hard,5.0,0,0.0,123.78,371.35,74.27,445.62,147.72,167.1,0.45,winter,1,0,england-and-wales
58,2024-02-27,20240227,1,lake_district,3,4,hard,5.0,0,0.0,133.55,534.18,106.84,641.02,209.07,178.6,0.3343,winter,0,0,england-and-wales
59,2024-02-28,20240228,1,lake_district,2,3,hard,5.0,0,0.0,129.25,387.74,77.55,465.29,116.86,192.79,0.4972,winter,0,0,england-and-wales
60,2024-02-28,20240228,1,lake_district,3,3,hard,5.0,0,0.0,134.96,404.88,80.98,485.86,164.15,136.72,0.3377,winter,0,0,england-and-wales
61,2024-03-07,20240307,1,lake_district,4,2,hard,5.0,0,0.0,114.44,228.87,45.77,274.64,73.7,95.59,0.4177,spring,0,0,england-and-wales
62,2024-03-09,20240309,1,lake_district,1,3,hard,5.0,0,0.0,123.41,370.23,74.05,444.28,131.41,162.01,0.4376,spring,1,0,england-and-wales
63,2024-03-11,20240311,1,lake_district,3,2,hard,5.0,0,0.0,146.22,292.43,58.49,350.92,123.35,117.72,0.4025,spring,0,0,england-and-wales
64,2024-03-12,20240312,1,lake_district,4,2,hard,5.0,0,0.0,129.77,259.53,51.91,311.44,91.21,121.33,0.4675,spring,0,0,england-and-wales
65,2024-03-13,20240313,1,lake_district,4,2,hard,5.0,0,0.0,124.16,248.31,49.66,297.98,80.72,90.08,0.3628,spring,0,0,england-and-wales
66,2024-03-14,20240314,1,lake_district,1,1,hard,5.0,0,0.0,115.1,115.1,23.02,138.12,42.39,42.93,0.373,spring,0,0,england-and-wales
67,2024-03-14,20240314,1,lake_district,4,6,hard,5.0,0,0.0,122.25,733.52,146.7,880.22,205.58,342.94,0.4675,spring,0,0,england-and-wales
68,2024-03-15,20240315,1,lake_district,2,1,hard,5.0,0,0.0,131.57,131.57,26.31,157.89,59.12,43.84,0.3332,spring,0,0,england-and-wales
69,2024-03-16,20240316,1,lake_district,2,2,hard,5.0,0,0.0,137.54,275.09,55.02,330.11,95.96,124.08,0.4511,spring,1,0,england-and-wales
70,2024-03-16,20240316,1,lake_district,2,1,hard,5.0,0,0.0,123.1,123.1,24.62,147.71,44.75,38.03,0.3089,spring,1,0,england-and-wales
71,2024-03-16,20240316,1,lake_district,2,2,hard,5.0,0,0.0,135.21,270.42,54.08,324.51,93.15,107.81,0.3987,spring,1,0,england-and-wales
72,2024-03-16,20240316,1,lake_district,1,4,hard,5.0,0,0.0,125.14,500.56,100.11,600.67,168.05,225.27,0.45,spring,1,0,england-and-wales
73,2024-03-19,20240319,1,lake_district,2,4,hard,5.0,0,0.0,128.75,515.0,103.0,618.0,162.61,250.5,0.4864,spring,0,0,england-and-wales
74,2024-03-20,20240320,1,lake_district,4,2,hard,5.0,0,0.0,122.6,245.2,49.04,294.24,102.52,78.71,0.321,spring,0,0,england-and-wales
75,2024-03-21,20240321,1,lake_district,2,2,hard,5.0,0,0.0,125.29,250.58,50.12,300.69,84.17,121.65,0.4855,spring,0,0,england-and-wales
76,2024-03-21,20240321,1,lake_district,2,3,hard,5.0,1,0.0917,119.67,326.09,65.22,391.31,147.11,115.98,0.3557,spring,0,0,england-and-wales
77,2024-03-23,20240323,1,lake_district,1,4,hard,5.0,1,0.1599,117.57,395.1,79.02,474.12,180.11,143.78,0.3639,spring,1,0,england-and-wales
78,2024-03-23,20240323,1,lake_district,4,2,hard,5.0,0,0.0,113.96,227.93,45.59,273.51,93.76,70.24,0.3082,spring,1,0,england-and-wales
79,2024-03-23,20240323,1,lake_district,1,2,hard,5.0,0,0.0,128.33,256.67,51.33,308.0,84.27,127.2,0.4956,spring,1,0,england-and-wales
80,2024-03-23,20240323,1,lake_district,4,1,hard,5.0,0,0.0,121.67,121.67,24.33,146.0,41.72,59.0,0.4849,spring,1,0,england-and-wales
81,2024-03-28,20240328,1,lake_district,4,3,hard,5.0,0,0.0,116.76,350.29,70.06,420.35,118.2,164.0,0.4682,spring,0,0,england-and-wales
82,2024-03-30,20240330,1,lake_district,1,2,hard,5.0,0,0.0,130.08,260.15,52.03,312.18,95.98,98.93,0.3803,spring,1,0,england-and-wales
83,2024-03-30,20240330,1,lake_district,4,3,hard,5.0,0,0.0,108.19,324.56,64.91,389.47,151.5,122.56,0.3776,spring,1,0,england-and-wales
84,2024-03-31,20240331,1,lake_district,2,2,hard,5.0,0,0.0,118.05,236.1,47.22,283.32,105.06,74.83,0.317,spring,1,0,england-and-wales
85,2024-04-02,20240402,1,lake_district,3,2,hard,5.0,0,0.0,131.17,262.34,52.47,314.81,71.39,131.04,0.4995,spring,0,0,england-and-wales
86,2024-04-02,20240402,1,lake_district,3,2,hard,5.0,0,0.0,140.52,281.05,56.21,337.26,136.23,91.87,0.3269,spring,0,0,england-and-wales
87,2024-04-02,20240402,1,lake_district,4,1,hard,5.0,0,0.0,128.92,128.92,25.78,154.71,49.54,50.37,0.3907,spring,0,0,england-and-wales
88,2024-04-04,20240404,1,lake_district,2,2,hard,5.0,0,0.0,113.55,227.11,45.42,272.53,93.57,82.91,0.3651,spring,0,0,england-and-wales
89,2024-04-04,20240404,1,lake_district,4,2,hard,5.0,0,0.0,132.46,264.91,52.98,317.9,87.05,114.1,0.4307,spring,0,0,england-and-wales
90,2024-04-07,20240407,1,lake_district,1,3,hard,5.0,0,0.0,125.23,375.7,75.14,450.84,149.28,148.66,0.3957,spring,1,0,england-and-wales
91,2024-04-08,20240408,1,lake_district,4,4,hard,5.0,1,0.1343,137.87,477.41,95.48,572.89,192.51,176.08,0.3688,spring,0,0,england-and-wales
92,2024-04-08,20240408,1,lake_district,2,1,hard,5.0,0,0.0,120.23,120.23,24.05,144.27,41.58,37.06,0.3082,spring,0,0,england-and-wales
93,2024-04-08,20240408,1,lake_district,4,1,hard,5.0,0,0.0,124.97,124.97,24.99,149.97,48.22,45.3,0.3625,spring,0,0,england-and-wales
94,2024-04-11,20240411,1,lake_district,1,2,hard,5.0,0,0.0,131.41,262.83,52.57,315.39,121.76,78.94,0.3003,spring,0,0,england-and-wales
95,2024-04-12,20240412,1,lake_district,2,2,hard,5.0,0,0.0,114.63,229.27,45.85,275.12,84.28,88.56,0.3863,spring,0,0,england-and-wales
96,2024-04-17,20240417,1,lake_district,4,2,hard,5.0,0,0.0,117.85,235.69,47.14,282.83,92.67,92.43,0.3922,spring,0,0,england-and-wales
97,2024-04-21,20240421,1,lake_district,3,1,hard,5.0,1,0.0666,109.44,102.15,20.43,122.59,39.96,30.65,0.3,spring,1,0,england-and-wales
98,2024-04-23,20240423,1,lake_district,4,3,hard,5.0,0,0.0,126.59,379.76,75.95,455.71,107.91,186.75,0.4918,spring,0,0,england-and-wales
99,2024-04-23,20240423,1,lake_district,3,3,hard,5.0,0,0.0,135.12,405.37,81.07,486.44,144.05,190.78,0.4706,spring,0,0,england-and-wales
100,2024-04-24,20240424,1,lake_district,4,2,hard,5.0,0,0.0,131.33,262.67,52.53,315.2,93.52,80.37,0.306,spring,0,0,england-and-wales
101,2024-04-27,20240427,1,lake_district,3,2,hard,5.0,0,0.0,136.75,273.5,54.7,328.2,116.67,88.94,0.3252,spring,1,0,england-and-wales
102,2024-04-27,20240427,1,lake_district,3,1,hard,5.0,0,0.0,116.61,116.61,23.32,139.94,50.16,35.08,0.3008,spring,1,0,england-and-wales
103,2024-04-28,20240428,1,lake_district,3,4,hard,5.0,0,0.0,124.96,499.84,99.97,599.81,170.9,220.11,0.4404,spring,1,0,england-and-wales
104,2024-04-28,20240428,1,lake_district,1,3,hard,5.0,0,0.0,129.47,388.41,77.68,466.09,124.87,184.59,0.4752,spring,1,0,england-and-wales
105,2024-04-29,20240429,1,lake_district,4,4,hard,5.0,0,0.0,120.09,480.34,96.07,576.41,176.43,204.97,0.4267,spring,0,0,england-and-wales
106,2024-04-30,20240430,1,lake_district,3,3,hard,5.0,0,0.0,124.08,372.23,74.45,446.68,133.29,152.96,0.4109,spring,0,0,england-and-wales
107,2024-05-01,20240501,1,lake_district,2,2,hard,5.0,1,0.1834,123.45,201.6,40.32,241.93,66.83,80.45,0.399,spring,0,0,england-and-wales
108,2024-05-03,20240503,1,lake_district,1,2,hard,5.0,0,0.0,126.72,253.44,50.69,304.13,96.97,95.25,0.3758,spring,0,0,england-and-wales
109,2024-05-03,20240503,1,lake_district,4,3,hard,5.0,0,0.0,129.51,388.52,77.7,466.22,124.04,163.95,0.422,spring,0,0,england-and-wales
110,2024-05-04,20240504,1,lake_district,4,1,hard,5.0,0,0.0,123.95,123.95,24.79,148.74,38.88,61.46,0.4958,spring,1,0,england-and-wales
111,2024-05-04,20240504,1,lake_district,3,3,hard,5.0,0,0.0,127.49,382.48,76.5,458.98,180.2,142.22,0.3718,spring,1,0,england-and-wales
112,2024-05-06,20240506,1,lake_district,3,1,hard,5.0,0,0.0,128.61,128.61,25.72,154.34,55.48,41.96,0.3262,spring,0,1,england-and-wales
113,2024-05-06,20240506,1,lake_district,2,3,hard,5.0,0,0.0,131.56,394.68,78.94,473.61,135.44,140.79,0.3567,spring,0,1,england-and-wales
114,2024-05-07,20240507,1,lake_district,4,1,hard,5.0,0,0.0,123.41,123.41,24.68,148.09,46.18,48.58,0.3937,spring,0,0,england-and-wales
115,2024-05-10,20240510,1,lake_district,4,1,hard,5.0,0,0.0,124.82,124.82,24.96,149.79,42.22,56.54,0.453,spring,0,0,england-and-wales
116,2024-05-10,20240510,1,lake_district,4,6,hard,5.0,0,0.0,117.6,705.63,141.13,846.75,294.85,242.99,0.3444,spring,0,0,england-and-wales
117,2024-05-12,20240512,1,lake_district,2,4,hard,5.0,0,0.0,122.27,489.07,97.81,586.88,198.12,170.71,0.3491,spring,1,0,england-and-wales
118,2024-05-13,20240513,1,lake_district,1,3,hard,5.0,0,0.0,114.84,344.53,68.91,413.44,131.82,134.01,0.389,spring,0,0,england-and-wales
119,2024-05-14,20240514,1,lake_district,3,5,hard,5.0,1,0.1844,116.81,476.33,95.27,571.6,190.43,145.08,0.3046,spring,0,0,england-and-wales
120,2024-05-17,20240517,1,lake_district,2,2,hard,5.0,0,0.0,112.22,224.45,44.89,269.34,85.13,74.57,0.3323,spring,0,0,england-and-wales
121,2024-05-17,20240517,1,lake_district,2,4,hard,5.0,0,0.0,125.24,500.96,100.19,601.15,178.98,207.46,0.4141,spring,0,0,england-and-wales
122,2024-05-17,20240517,1,lake_district,3,2,hard,5.0,0,0.0,126.55,253.09,50.62,303.71,88.97,124.13,0.4904,spring,0,0,england-and-wales
123,2024-05-18,20240518,1,lake_district,1,3,hard,5.0,0,0.0,125.83,377.5,75.5,453.0,174.01,118.54,0.314,spring,1,0,england-and-wales
124,2024-05-20,20240520,1,lake_district,4,2,hard,5.0,0,0.0,129.05,258.1,51.62,309.72,83.35,128.46,0.4977,spring,0,0,england-and-wales
125,2024-05-21,20240521,1,lake_district,1,1,hard,5.0,0,0.0,117.68,117.68,23.54,141.21,57.02,36.48,0.31,spring,0,0,england-and-wales
126,2024-05-22,20240522,1,lake_district,4,4,hard,5.0,1,0.1886,118.89,385.89,77.18,463.07,121.75,159.64,0.4137,spring,0,0,england-and-wales
127,2024-05-25,20240525,1,lake_district,2,1,hard,5.0,0,0.0,128.19,128.19,25.64,153.83,37.02,62.09,0.4844,spring,1,0,england-and-wales
128,2024-05-26,20240526,1,lake_district,3,3,hard,5.0,0,0.0,130.02,390.05,78.01,468.06,154.12,146.87,0.3765,spring,1,0,england-and-wales
129,2024-05-27,20240527,1,lake_district,2,2,hard,5.0,0,0.0,124.2,248.41,49.68,298.09,94.85,107.31,0.432,spring,0,1,england-and-wales
130,2024-05-27,20240527,1,lake_district,4,2,hard,5.0,0,0.0,125.67,251.33,50.27,301.6,98.36,103.64,0.4124,spring,0,1,england-and-wales
131,2024-05-29,20240529,1,lake_district,4,3,hard,5.0,0,0.0,123.35,370.06,74.01,444.07,138.62,146.55,0.396,spring,0,0,england-and-wales
132,2024-05-30,20240530,1,lake_district,1,3,hard,5.0,1,0.099,137.45,371.53,74.31,445.83,126.18,145.12,0.3906,spring,0,0,england-and-wales
133,2024-05-31,20240531,1,lake_district,3,2,hard,5.0,0,0.0,131.2,262.41,52.48,314.89,94.74,114.13,0.4349,spring,0,0,england-and-wales
134,2024-06-01,20240601,1,lake_district,1,5,hard,5.0,0,0.0,126.77,633.87,126.77,760.64,238.41,284.67,0.4491,summer,1,0,england-and-wales
135,2024-06-02,20240602,1,lake_district,4,3,hard,5.0,1,0.11,126.49,337.72,67.54,405.27,140.43,127.61,0.3778,summer,1,0,england-and-wales
136,2024-06-06,20240606,1,lake_district,4,2,hard,5.0,0,0.0,130.62,261.24,52.25,313.48,89.7,122.43,0.4687,summer,0,0,england-and-wales
137,2024-06-07,20240607,1,lake_district,2,2,hard,5.0,0,0.0,137.67,275.35,55.07,330.41,101.36,118.11,0.429,summer,0,0,england-and-wales
138,2024-06-07,20240607,1,lake_district,2,3,hard,5.0,0,0.0,137.54,412.61,82.52,495.13,150.1,194.43,0.4712,summer,0,0,england-and-wales
139,2024-06-11,20240611,1,lake_district,2,3,hard,5.0,1,0.1085,114.41,305.99,61.2,367.19,147.86,94.5,0.3088,summer,0,0,england-and-wales
140,2024-06-11,20240611,1,lake_district,3,5,hard,5.0,0,0.0,128.35,641.75,128.35,770.1,268.79,225.64,0.3516,summer,0,0,england-and-wales
141,2024-06-13,20240613,1,lake_district,1,4,hard,5.0,1,0.1135,121.98,432.51,86.5,519.02,176.84,152.18,0.3518,summer,0,0,england-and-wales
142,2024-06-13,20240613,1,lake_district,4,6,hard,5.0,0,0.0,138.49,830.92,166.18,997.1,295.63,395.16,0.4756,summer,0,0,england-and-wales
143,2024-06-18,20240618,1,lake_district,1,4,hard,5.0,0,0.0,120.47,481.88,96.38,578.25,194.05,192.43,0.3993,summer,0,0,england-and-wales
144,2024-06-19,20240619,1,lake_district,3,4,hard,5.0,1,0.1819,135.1,442.14,88.43,530.57,173.53,132.64,0.3,summer,0,0,england-and-wales
145,2024-06-23,20240623,1,lake_district,2,3,hard,5.0,0,0.0,125.75,377.26,75.45,452.71,124.99,127.28,0.3374,summer,1,0,england-and-wales
146,2024-06-25,20240625,1,lake_district,4,2,hard,5.0,0,0.0,126.97,253.94,50.79,304.72,85.78,114.39,0.4505,summer,0,0,england-and-wales
147,2024-06-26,20240626,1,lake_district,4,2,hard,5.0,0,0.0,122.38,244.75,48.95,293.71,88.99,110.21,0.4503,summer,0,0,england-and-wales
148,2024-06-29,20240629,1,lake_district,1,6,hard,5.0,1,0.148,131.8,673.72,134.74,808.46,317.45,225.58,0.3348,summer,1,0,england-and-wales
149,2024-06-30,20240630,1,lake_district,3,2,hard,5.0,0,0.0,124.57,249.14,49.83,298.96,77.28,111.35,0.4469,summer,1,0,england-and-wales
150,2024-07-01,20240701,1,lake_district,3,1,hard,5.0,0,0.0,112.02,112.02,22.4,134.42,40.66,39.43,0.352,summer,0,0,england-and-wales
151,2024-07-01,20240701,1,lake_district,1,3,hard,5.0,0,0.0,120.72,362.15,72.43,434.58,142.96,139.45,0.3851,summer,0,0,england-and-wales
152,2024-07-04,20240704,1,lake_district,3,1,hard,5.0,0,0.0,124.1,124.1,24.82,148.92,46.52,53.27,0.4293,summer,0,0,england-and-wales
153,2024-07-05,20240705,1,lake_district,2,2,hard,5.0,0,0.0,132.19,264.39,52.88,317.26,128.12,90.69,0.343,summer,0,0,england-and-wales
154,2024-07-06,20240706,1,lake_district,1,1,hard,5.0,0,0.0,122.81,122.81,24.56,147.37,50.12,41.17,0.3352,summer,1,0,england-and-wales
155,2024-07-07,20240707,1,lake_district,1,2,hard,5.0,1,0.1036,128.76,230.84,46.17,277.0,86.88,88.14,0.3818,summer,1,0,england-and-wales
156,2024-07-11,20240711,1,lake_district,4,4,hard,5.0,0,0.0,136.3,545.18,109.04,654.22,210.45,229.64,0.4212,summer,0,0,england-and-wales
157,2024-07-15,20240715,1,lake_district,4,4,hard,5.0,1,0.1968,117.51,377.55,75.51,453.06,156.68,126.93,0.3362,summer,0,0,england-and-wales
158,2024-07-16,20240716,1,lake_district,2,2,hard,5.0,0,0.0,138.28,276.56,55.31,331.87,81.57,130.88,0.4732,summer,0,0,england-and-wales
159,2024-07-20,20240720,1,lake_district,2,2,hard,5.0,0,0.0,138.01,276.02,55.2,331.23,107.03,108.3,0.3924,summer,1,0,england-and-wales
160,2024-07-20,20240720,1,lake_district,3,2,hard,5.0,0,0.0,126.21,252.41,50.48,302.9,101.61,80.5,0.3189,summer,1,0,england-and-wales
161,2024-07-20,20240720,1,lake_district,3,3,hard,5.0,0,0.0,132.54,397.62,79.52,477.14,142.17,167.21,0.4205,summer,1,0,england-and-wales
162,2024-07-21,20240721,1,lake_district,2,3,hard,5.0,1,0.1918,123.65,299.8,59.96,359.76,105.48,130.06,0.4338,summer,1,0,england-and-wales
163,2024-07-21,20240721,1,lake_district,1,1,hard,5.0,0,0.0,129.26,129.26,25.85,155.11,62.1,39.46,0.3053,summer,1,0,england-and-wales
164,2024-07-25,20240725,1,lake_district,4,4,hard,5.0,0,0.0,132.76,531.02,106.2,637.23,198.58,196.51,0.3701,summer,0,0,england-and-wales
165,2024-07-26,20240726,1,lake_district,4,2,hard,5.0,0,0.0,114.54,229.08,45.82,274.9,66.7,107.93,0.4711,summer,0,0,england-and-wales
166,2024-07-27,20240727,1,lake_district,3,1,hard,5.0,0,0.0,132.22,132.22,26.44,158.67,38.82,54.59,0.4129,summer,1,0,england-and-wales
167,2024-07-28,20240728,1,lake_district,1,2,hard,5.0,0,0.0,117.54,235.09,47.02,282.11,73.71,107.89,0.459,summer,1,0,england-and-wales
168,2024-07-30,20240730,1,lake_district,2,2,hard,5.0,0,0.0,135.54,271.07,54.21,325.28,106.07,90.18,0.3327,summer,0,0,england-and-wales
169,2024-08-01,20240801,1,lake_district,2,2,hard,5.0,0,0.0,114.44,228.88,45.78,274.66,102.22,75.06,0.3279,summer,0,0,england-and-wales
170,2024-08-03,20240803,1,lake_district,2,4,hard,5.0,0,0.0,130.06,520.23,104.05,624.27,216.02,232.19,0.4463,summer,1,0,england-and-wales
171,2024-08-04,20240804,1,lake_district,3,2,hard,5.0,1,0.1302,118.66,206.43,41.29,247.72,64.25,94.9,0.4597,summer,1,0,england-and-wales
