date_key,date,year,quarter,month,month_name,iso_year,iso_week,day_name,is_weekend,season,route_id,region,difficulty,distance_km,duration_hours,route_lat,route_lon,bookings_count,party_size_total,party_size_avg,discount_bookings,discount_rate,sales_ex_vat,vat_amount,sales_inc_vat,staff_cost,margin_amount,margin_pct_weighted,is_bank_holiday_england_wales,is_bank_holiday_scotland,is_bank_holiday_northern_ireland,is_bank_holiday_any,day,iso_day
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,21,scotland,severe,9.0,4.0,57.84711,-5.26142,4,9,2.25,0,0.0,1207.41,241.48000000000002,1448.8799999999999,420.53000000000003,516.48,0.42775859070241257,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,22,scotland,hard,11.0,4.8,57.94866,-4.5726,3,10,3.3333333333333335,2,0.6666666666666666,1091.43,218.29,1309.71,422.37,440.74,0.4038188431690534,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,23,scotland,hard,17.5,6.1,57.96682,-6.03089,2,5,2.5,1,0.5,654.0699999999999,130.81,784.8900000000001,211.64,254.79000000000002,0.3895454614949471,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,24,scotland,severe,20.0,7.2,57.88711,-4.26544,1,3,3.0,0,0.0,479.58,95.92,575.49,182.87,202.37,0.42197339338587936,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,26,scotland,hard,21.4,7.9,58.3993,-3.75568,1,5,5.0,0,0.0,665.32,133.06,798.38,199.66,327.03,0.4915379065712739,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,27,scotland,severe,12.0,5.7,58.26949,-5.81731,1,3,3.0,1,1.0,392.81,78.56,471.38,156.92,117.84,0.29999236271989005,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,31,peak_district,easy,15.5,4.0,54.08849,-1.65457,4,5,1.25,0,0.0,514.43,102.88999999999999,617.31,192.76999999999998,212.27,0.41263145617479546,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,33,peak_district,moderate,12.74,3.2,53.27305,-2.06999,1,2,2.0,0,0.0,207.21,41.44,248.66,100.66,62.35,0.30090246609719606,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,34,peak_district,easy,9.3,2.5,53.54772,-2.13268,1,5,5.0,0,0.0,445.51,89.1,534.61,161.67,178.89,0.40153980830957775,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,38,peak_district,easy,15.0,4.6,53.36106,-1.88515,1,2,2.0,0,0.0,232.86,46.57,279.43,80.11,110.83,0.47595121532251133,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,39,peak_district,easy,11.14,3.0,53.3515,-2.11889,1,2,2.0,0,0.0,180.06,36.01,216.07,54.41,81.57,0.45301566144618455,False,True,False,True,2,2
20240102,2024-01-02,2024,1,1,January,2024,1,Tuesday,False,winter,40,wales,moderate,11.18,4.0,51.95399,-3.29426,2,8,4.0,2,1.0,677.95,135.59,813.5400000000001,239.78,243.92000000000002,0.35979054502544433,False,True,False,True,2,2
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,2,lake_district,hard,9.0,4.0,54.37236,-3.05791,1,1,1.0,0,0.0,101.77,20.35,122.13,37.73,43.83,0.43067701680259407,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,3,lake_district,hard,7.0,4.0,54.57311,-3.18919,1,1,1.0,0,0.0,118.68,23.74,142.42,33.06,55.86,0.47067745197168853,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,4,lake_district,hard,8.0,4.0,54.43796,-3.0488,1,1,1.0,0,0.0,109.25,21.85,131.1,33.46,54.45,0.4983981693363845,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,5,lake_district,hard,13.0,5.5,54.4112,-3.23604,2,4,2.0,0,0.0,537.6,107.52000000000001,645.11,170.15,260.40000000000003,0.48437500000000006,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,7,lake_district,hard,10.0,4.0,54.42645,-3.19203,1,4,4.0,0,0.0,480.98,96.2,577.18,201.16,163.79,0.34053390993388494,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,8,lake_district,hard,14.0,6.0,54.68751,-2.88428,1,1,1.0,0,0.0,132.64,26.53,159.16,43.4,61.1,0.46064535585042227,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,9,lake_district,hard,17.0,7.0,54.58429,-2.99732,2,6,3.0,1,0.5,901.05,180.20999999999998,1081.26,294.48,352.43,0.3911325675600688,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,10,lake_district,moderate,14.0,4.0,54.62815,-2.95872,2,5,2.5,0,0.0,545.57,109.11000000000001,654.6800000000001,239.49,184.31,0.33783015928295174,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,11,wales,severe,12.0,5.0,52.96836,-3.04169,2,3,1.5,0,0.0,408.97999999999996,81.8,490.77,145.84,137.09,0.33519976526969536,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,12,wales,hard,9.0,4.0,52.81764,-3.83219,1,2,2.0,0,0.0,238.89,47.78,286.67,95.1,86.86,0.36359830884507516,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,13,wales,hard,11.5,4.5,52.22942,-4.24141,1,3,3.0,0,0.0,384.19,76.84,461.03,152.24,132.66,0.3452978994768214,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,17,wales,moderate,9.5,2.5,53.22514,-3.14349,2,4,2.0,0,0.0,407.45,81.49000000000001,488.93,154.8,167.0,0.40986624125659593,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,18,wales,moderate,10.2,4.0,52.13951,-4.32351,1,4,4.0,0,0.0,408.04,81.61,489.65,150.12,169.61,0.4156700323497696,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,19,wales,moderate,15.0,6.0,52.62049,-4.15745,1,2,2.0,0,0.0,267.67,53.53,321.21,85.32,109.73,0.40994508163036575,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,20,scotland,hard,20.5,7.5,56.62231,-3.4868,1,2,2.0,0,0.0,308.93,61.79,370.72,96.45,146.2,0.47324636649079077,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,22,scotland,hard,11.0,4.8,57.94866,-4.5726,2,3,1.5,0,0.0,359.74,71.94,431.69000000000005,144.67,134.25,0.37318619002612996,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,23,scotland,hard,17.5,6.1,57.96682,-6.03089,1,2,2.0,0,0.0,280.7,56.14,336.84,79.21,138.15,0.4921624510153189,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,27,scotland,severe,12.0,5.7,58.26949,-5.81731,1,3,3.0,0,0.0,456.41,91.28,547.69,166.74,177.9,0.3897811178545606,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,31,peak_district,easy,15.5,4.0,54.08849,-1.65457,2,7,3.5,0,0.0,745.77,149.15,894.9300000000001,285.34000000000003,285.05,0.3822224010083538,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,35,peak_district,moderate,15.0,3.8,53.60523,-1.58248,1,5,5.0,0,0.0,525.67,105.13,630.8,174.21,245.72,0.4674415507828105,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,36,peak_district,easy,10.16,3.5,54.13325,-2.47014,1,3,3.0,0,0.0,289.57,57.91,347.49,106.75,103.24,0.3565286459232655,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,38,peak_district,easy,15.0,4.6,53.36106,-1.88515,2,6,3.0,0,0.0,645.5,129.1,774.61,190.85,287.21000000000004,0.44494190549961277,False,False,False,False,3,3
20240103,2024-01-03,2024,1,1,January,2024,1,Wednesday,False,winter,39,peak_district,easy,11.14,3.0,53.3515,-2.11889,4,14,3.5,0,0.0,1323.3600000000001,264.67,1588.04,467.22,569.26,0.43016261637045095,False,False,False,False,3,3
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,1,lake_district,hard,12.0,5.0,54.61579,-3.22929,1,5,5.0,0,0.0,675.28,135.06,810.33,225.45,278.68,0.41268807013387043,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,2,lake_district,hard,9.0,4.0,54.37236,-3.05791,1,1,1.0,0,0.0,110.45,22.09,132.53,39.63,51.35,0.4649162516976007,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,3,lake_district,hard,7.0,4.0,54.57311,-3.18919,1,2,2.0,0,0.0,243.91,48.78,292.69,71.97,99.98,0.409905292935919,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,4,lake_district,hard,8.0,4.0,54.43796,-3.0488,2,5,2.5,1,0.5,509.52000000000004,101.91,611.4300000000001,222.56,175.32999999999998,0.34410818024807655,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,7,lake_district,hard,10.0,4.0,54.42645,-3.19203,1,3,3.0,0,0.0,354.77,70.95,425.72,124.12,137.27,0.38692674126899124,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,8,lake_district,hard,14.0,6.0,54.68751,-2.88428,6,11,1.8333333333333333,0,0.0,1521.76,304.34999999999997,1826.12,515.06,649.33,0.42669671958784566,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,9,lake_district,hard,17.0,7.0,54.58429,-2.99732,1,1,1.0,0,0.0,142.49,28.5,170.99,46.54,66.49,0.4666292371394483,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,10,lake_district,moderate,14.0,4.0,54.62815,-2.95872,1,5,5.0,0,0.0,562.18,112.44,674.62,204.3,196.63,0.34976342096837315,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,11,wales,severe,12.0,5.0,52.96836,-3.04169,1,5,5.0,0,0.0,690.63,138.13,828.76,223.1,338.99,0.4908416952637447,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,12,wales,hard,9.0,4.0,52.81764,-3.83219,2,4,2.0,0,0.0,480.32,96.06,576.38,166.81,208.73999999999998,0.4345852764823451,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,15,wales,moderate,14.5,6.0,51.80516,-3.9858,1,3,3.0,0,0.0,340.37,68.07,408.44,108.32,147.87,0.4344389928607104,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,17,wales,moderate,9.5,2.5,53.22514,-3.14349,1,2,2.0,0,0.0,192.63,38.53,231.16,75.16,78.43,0.4071536105487204,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,18,wales,moderate,10.2,4.0,52.13951,-4.32351,1,2,2.0,0,0.0,231.78,46.36,278.14,79.03,100.06,0.43170247648632326,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,19,wales,moderate,15.0,6.0,52.62049,-4.15745,1,2,2.0,0,0.0,236.87,47.37,284.24,112.52,71.66,0.3025288132731034,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,21,scotland,severe,9.0,4.0,57.84711,-5.26142,1,5,5.0,0,0.0,651.93,130.39,782.31,210.1,325.96,0.49999233046492725,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,22,scotland,hard,11.0,4.8,57.94866,-4.5726,1,2,2.0,0,0.0,258.21,51.64,309.85,78.13,101.94,0.39479493435575697,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,25,scotland,hard,13.7,5.3,56.9125,-5.66111,2,4,2.0,0,0.0,510.67,102.14,612.81,165.24,201.96,0.39548044725556625,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,26,scotland,hard,21.4,7.9,58.3993,-3.75568,1,3,3.0,0,0.0,501.86,100.37,602.23,188.48,199.31,0.39714262941856293,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,27,scotland,severe,12.0,5.7,58.26949,-5.81731,2,5,2.5,0,0.0,629.89,125.97999999999999,755.87,206.32,265.71999999999997,0.42185143437743094,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,29,scotland,severe,20.0,6.5,56.61035,-4.63582,2,5,2.5,0,0.0,775.37,155.07,930.45,258.52,301.06,0.3882791441505346,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,30,peak_district,moderate,15.2,5.0,53.5852,-2.39905,1,4,4.0,0,0.0,479.32,95.86,575.18,188.81,189.94,0.3962697154301928,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,32,peak_district,moderate,10.7,3.6,53.21039,-2.40344,1,2,2.0,0,0.0,201.44,40.29,241.72,79.03,61.4,0.30480540111199367,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,33,peak_district,moderate,12.74,3.2,53.27305,-2.06999,1,2,2.0,0,0.0,194.42,38.88,233.31,52.68,94.96,0.4884271165517951,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,34,peak_district,easy,9.3,2.5,53.54772,-2.13268,3,10,3.3333333333333335,0,0.0,912.63,182.52,1095.15,387.53999999999996,320.99,0.3517197549938091,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,37,peak_district,moderate,18.0,5.6,53.91768,-2.09392,1,2,2.0,0,0.0,237.73,47.55,285.27,114.27,81.96,0.3447608631640937,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,38,peak_district,easy,15.0,4.6,53.36106,-1.88515,1,5,5.0,0,0.0,545.9,109.18,655.09,175.3,265.34,0.4860597178970507,False,False,False,False,4,4
20240104,2024-01-04,2024,1,1,January,2024,1,Thursday,False,winter,39,peak_district,easy,11.14,3.0,53.3515,-2.11889,2,8,4.0,1,0.5,633.8,126.75999999999999,760.5600000000001,263.85,192.98000000000002,0.30448090880403916,False,False,False,False,4,4
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,1,lake_district,hard,12.0,5.0,54.61579,-3.22929,1,4,4.0,0,0.0,500.39,100.08,600.47,212.71,193.6,0.3868982193888767,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,3,lake_district,hard,7.0,4.0,54.57311,-3.18919,1,2,2.0,0,0.0,246.0,49.2,295.2,88.77,82.26,0.33439024390243904,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,5,lake_district,hard,13.0,5.5,54.4112,-3.23604,1,4,4.0,0,0.0,534.3,106.86,641.15,202.12,222.97,0.4173123713269699,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,6,lake_district,moderate,14.0,5.0,54.641,-3.03463,2,4,2.0,0,0.0,441.87,88.37,530.24,150.84,192.78,0.4362821644375042,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,8,lake_district,hard,14.0,6.0,54.68751,-2.88428,1,3,3.0,0,0.0,396.37,79.27,475.64,177.52,139.1,0.35093473269924563,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,9,lake_district,hard,17.0,7.0,54.58429,-2.99732,2,3,1.5,0,0.0,433.16,86.63,519.79,170.6,161.11,0.3719410841259581,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,10,lake_district,moderate,14.0,4.0,54.62815,-2.95872,2,7,3.5,0,0.0,743.1,148.62,891.72,298.34000000000003,286.62,0.3857085183689947,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,12,wales,hard,9.0,4.0,52.81764,-3.83219,3,11,3.6666666666666665,0,0.0,1336.7,267.34,1604.03,503.53999999999996,551.47,0.4125607840203486,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,13,wales,hard,11.5,4.5,52.22942,-4.24141,1,2,2.0,0,0.0,244.5,48.9,293.39,79.35,122.0,0.49897750511247446,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,14,wales,moderate,7.0,3.5,52.87175,-3.46655,3,13,4.333333333333333,0,0.0,1318.8400000000001,263.76,1582.61,473.42999999999995,533.07,0.4041961117345546,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,15,wales,moderate,14.5,6.0,51.80516,-3.9858,1,4,4.0,0,0.0,457.3,91.46,548.76,155.95,202.05,0.4418324950798163,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,18,wales,moderate,10.2,4.0,52.13951,-4.32351,1,3,3.0,0,0.0,308.04,61.61,369.65,94.02,147.65,0.4793208674198156,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,19,wales,moderate,15.0,6.0,52.62049,-4.15745,1,3,3.0,0,0.0,401.83,80.37,482.2,132.9,200.92,0.5000124430729412,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,21,scotland,severe,9.0,4.0,57.84711,-5.26142,1,1,1.0,0,0.0,123.46,24.69,148.15,42.32,49.69,0.4024785355580755,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,22,scotland,hard,11.0,4.8,57.94866,-4.5726,1,6,6.0,0,0.0,741.06,148.21,889.27,254.02,332.87,0.4491809030307938,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,23,scotland,hard,17.5,6.1,57.96682,-6.03089,1,2,2.0,1,1.0,220.7,44.14,264.84,101.24,66.21,0.3,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,24,scotland,severe,20.0,7.2,57.88711,-4.26544,1,1,1.0,0,0.0,161.27,32.25,193.53,70.17,50.44,0.31276740869349534,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,25,scotland,hard,13.7,5.3,56.9125,-5.66111,1,3,3.0,0,0.0,397.25,79.45,476.69,138.3,193.98,0.4883071113908118,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,26,scotland,hard,21.4,7.9,58.3993,-3.75568,3,9,3.0,1,0.3333333333333333,1260.77,252.15999999999997,1512.92,441.99,522.14,0.4141437375572071,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,29,scotland,severe,20.0,6.5,56.61035,-4.63582,1,1,1.0,0,0.0,158.63,31.73,190.36,44.59,74.28,0.46825947172665955,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,32,peak_district,moderate,10.7,3.6,53.21039,-2.40344,2,8,4.0,1,0.5,809.12,161.82999999999998,970.94,318.97,296.77,0.3667811943840221,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,33,peak_district,moderate,12.74,3.2,53.27305,-2.06999,2,9,4.5,0,0.0,913.11,182.62,1095.74,299.6,417.96,0.45773236521339156,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,34,peak_district,easy,9.3,2.5,53.54772,-2.13268,1,3,3.0,0,0.0,274.03,54.81,328.84,99.65,110.49,0.40320402875597566,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,35,peak_district,moderate,15.0,3.8,53.60523,-1.58248,1,1,1.0,0,0.0,107.64,21.53,129.16,35.91,47.51,0.4413786696395392,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,36,peak_district,easy,10.16,3.5,54.13325,-2.47014,3,12,4.0,0,0.0,1166.07,233.21,1399.28,437.44000000000005,487.68,0.41822532094985726,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,37,peak_district,moderate,18.0,5.6,53.91768,-2.09392,1,4,4.0,0,0.0,480.13,96.03,576.16,201.22,160.58,0.3344510861641639,False,False,False,False,5,5
20240105,2024-01-05,2024,1,1,January,2024,1,Friday,False,winter,38,peak_district,easy,15.0,4.6,53.36106,-1.88515,1,4,4.0,0,0.0,498.2,99.64,597.84,175.76,203.47,0.4084102769971899,False,False,False,False,5,5
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,1,lake_district,hard,12.0,5.0,54.61579,-3.22929,1,2,2.0,1,1.0,240.56,48.11,288.67,89.22,89.14,0.3705520452278018,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,2,lake_district,hard,9.0,4.0,54.37236,-3.05791,1,1,1.0,0,0.0,113.49,22.7,136.19,38.6,56.56,0.49836990043175616,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,3,lake_district,hard,7.0,4.0,54.57311,-3.18919,2,3,1.5,0,0.0,358.35,71.67,430.03,137.39,154.31,0.4306125296497837,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,5,lake_district,hard,13.0,5.5,54.4112,-3.23604,1,2,2.0,0,0.0,266.55,53.31,319.85,82.2,124.24,0.4661039204652035,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,6,lake_district,moderate,14.0,5.0,54.641,-3.03463,2,7,3.5,0,0.0,825.23,165.05,990.28,289.62,302.98,0.3671461289579875,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,7,lake_district,hard,10.0,4.0,54.42645,-3.19203,1,1,1.0,0,0.0,105.79,21.16,126.95,53.02,35.1,0.3317893940826165,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,9,lake_district,hard,17.0,7.0,54.58429,-2.99732,1,2,2.0,0,0.0,287.77,57.55,345.32,106.35,128.82,0.4476491642631268,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,10,lake_district,moderate,14.0,4.0,54.62815,-2.95872,1,4,4.0,0,0.0,411.55,82.31,493.86,179.07,158.11,0.3841817519134978,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,11,wales,severe,12.0,5.0,52.96836,-3.04169,1,3,3.0,0,0.0,444.27,88.85,533.13,160.91,145.99,0.32860647804263177,False,False,False,False,6,6
20240106,2024-01-06,2024,1,1,January,2024,1,Saturday,True,winter,13,wales,hard,11.5,4.5,52.22942,-4.24141,1,2,2.0,0,0.0,252.19,50.44,302.63,90.09,93.08,0.3690867996351957,False,False,False,False,6,6
